Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Latvia,2008,12.76407279,-2.026677206,8.0639,2.0611,2.1577,0.4814,-6.727942,2.061857619,2.158020283,8.4701,0.639,2.7943,0.8607,-14.7908,0.94,2.04,1.09,3.55,1.6383,0.1518
Latvia,2009,12.20335941,-2.70530059,7.4924,2.0194,2.1663,0.5252,-7.416268,2.019423731,2.16629291,7.7336,0.8516,2.7592,0.8591,-14.9087,1.16,1.97,0.89,3.1,1.6197,0.1538
Latvia,2010,13.42750003,-1.596259974,8.6396,2.0273,2.1915,0.5691,-6.38424,2.027379844,2.191505536,8.657,1.1228,2.7902,0.8575,-15.0238,1.14,2.36,1.18,3.17,1.7912,0.1558
Latvia,2011,12.74774218,-2.390767824,7.8896,2.0255,2.2125,0.6202,-7.24911,2.025673494,2.21249048,7.9162,1.1739,2.8053,0.8524,-15.1385,1.02,2.17,1.06,2.82,1.7065,0.1597
Latvia,2012,11.99631433,-3.258355674,7.01,2.0305,2.2845,0.6713,-8.24468,2.030527144,2.284505424,7.5955,,2.8782,0.8473,-15.2547,1.1,1.96,1.11,2.73,1.6319,0.1636
Lebanon,1990,7.38799603,7.38802603,5.907,1.0767,0.3985,0.0058,5.907008,1.076703896,0.398517359,5.5431,0.4528,0.4437,0.9384,0,0.16,2.77,0.32,1.84,0.6009,0.0122
Lebanon,1991,8.876314383,8.876344383,7.327,1.1279,0.4134,0.008,7.327008,1.127933031,0.413442703,6.9793,0.455,0.4689,0.9732,0,0.27,3.14,0.55,2.31,0.9695,0.0097
Lebanon,1992,9.248300736,9.248330736,7.6375,1.1658,0.4349,0.0101,7.637456,1.165842166,0.434908047,6.9955,0.7576,0.4874,1.0079,0,0.37,2.59,0.4,3.2,0.7982,0.0073
Lebanon,1993,13.32063509,13.32066509,11.6349,1.2024,0.471,0.0123,11.634912,1.202411301,0.471053391,10.2517,1.5072,0.5191,1.0426,0,0.41,3.16,0.7,3.73,2.6568,0.0049
Lebanon,1994,14.56434744,14.56437744,12.8784,1.2392,0.4322,0.0145,12.878416,1.239250436,0.432258735,11.2679,1.7329,0.4763,1.0773,0,0.5,3.49,1.15,3.5,3.1255,0.0024
Lebanon,1995,16.4197038,16.4197338,14.6124,1.2658,0.5249,0.0166,14.612384,1.265869571,0.52486408,12.9641,1.779,0.5545,1.112,0,0.7,3.58,1.52,4.14,3.7241,0
Lebanon,1996,17.17292383,17.17292383,15.2241,1.4018,0.5186,0.0285,15.224064,1.401795253,0.51856123,13.5994,1.7726,0.5647,1.2362,0,0.38,4.92,1.34,4.29,3.0494,0
Lebanon,1997,18.76533187,18.76533187,16.6784,1.518,0.5286,0.0404,16.678352,1.518020935,0.528568381,15.4348,1.3887,0.5714,1.3605,0,0.38,5.87,1.56,4.13,3.8748,0
Lebanon,1998,18.92237391,18.92289391,16.6825,1.6404,0.5472,0.0523,16.682464,1.640756617,0.547405532,15.1401,1.7047,0.5929,1.4847,0.0005,0.39,7.97,1.24,4.41,1.5201,0
Lebanon,1999,19.54039595,19.54039595,17.172,1.7622,0.5421,0.0642,17.172016,1.762152298,0.542062683,15.9154,1.4162,0.59,1.6089,0,0.45,8.1,1.74,4.2,1.8754,0
Lebanon,2000,18.02690799,18.02690799,15.5196,1.8768,0.5544,0.0761,15.519648,1.87684798,0.554359834,14.2207,1.4757,0.5974,1.7331,0,0.45,7.2,1.4,3.96,1.6607,0
Lebanon,2001,19.32556775,19.27136775,16.75,1.8826,0.5924,0.1007,16.695752,1.882593558,0.59236533,15.4017,1.5406,0.631,1.7423,-0.0542,0.45,7.62,1.96,3.7,2.1217,0
Lebanon,2002,19.24284351,19.18855351,16.6816,1.898,0.538,0.1253,16.627342,1.897969136,0.537980825,15.3727,1.5469,0.5817,1.7515,-0.0543,0.45,8.52,1.37,3.71,1.7727,0
Lebanon,2003,19.65728727,19.60290727,17.0719,1.9095,0.526,0.1499,17.01754,1.909534715,0.525966321,15.2237,2.0918,0.5711,1.7608,-0.0544,0.46,8.54,1.69,3.96,1.0337,0
Lebanon,2004,20.09466503,20.04019503,17.4611,1.9151,0.544,0.1745,17.406602,1.915120293,0.544001816,15.3546,2.3655,0.5845,1.77,-0.0545,0.46,7.47,1.98,3.97,1.9346,0
Lebanon,2005,19.39301279,19.33845279,16.7737,1.9318,0.4884,0.1991,16.719104,1.931825871,0.488447312,14.5956,2.4927,0.5354,1.7792,-0.0546,0.52,7.35,1.9,4.01,1.3356,0
Lebanon,2006,18.01190953,17.96405953,15.3171,1.9563,0.488,0.2504,15.26927,1.95632002,0.488030267,13.7551,1.9176,0.5387,1.8005,-0.0479,0.39,8.2,0.84,3.86,0.8551,0
Lebanon,2007,16.76999827,16.72209827,13.9776,1.9681,0.5225,0.3018,13.929668,1.96808417,0.522543222,12.1147,2.2694,0.5642,1.8218,-0.0479,0.47,7.99,0.64,3.04,0.4447,0
Lebanon,2008,20.84509301,20.79714301,17.9478,1.9947,0.5494,0.3532,17.899842,1.994688319,0.549446177,15.9342,2.471,0.5969,1.8431,-0.048,0.6,9.55,1.08,4.41,0.8942,0
Lebanon,2009,24.77081575,24.72280575,21.7802,2.0126,0.5735,0.4045,21.732214,2.012592468,0.573469132,19.4237,2.8448,0.618,1.8644,-0.048,0.62,9.86,1.29,5.07,3.2037,0
Lebanon,2010,23.98759649,23.93953649,20.9251,2.0157,0.5909,0.4559,20.877044,2.015706618,0.590892088,18.4432,3.061,0.6177,1.8856,-0.0481,0.78,11.14,1.03,5.01,1.2632,0
Lebanon,2011,24.4508113,24.4027013,21.2307,2.0586,0.6414,0.5202,21.182562,2.058578634,0.641363814,18.5867,3.2609,0.7052,1.888,-0.0481,0.79,11.56,1.22,5.02,0.7867,0
Lebanon,2012,24.3444561,24.2962961,21.03,2.0704,0.6596,0.5845,20.98184,2.07036065,0.65959554,21.1402,,0.7294,1.8904,-0.0482,0.73,11.95,1.25,5.29,2.6502,0
Lesotho,1990,1.83970816,1.85276816,0.1562,1.0154,0.6681,0,0.16064,1.021427136,0.670701024,,,1.3473,0.1901,0.0131,,,,,,0
Lesotho,1991,1.846292261,1.818382261,0.1562,1.0328,0.6573,0,0.11964,1.038787352,0.659905356,,,1.3389,0.1933,-0.0279,,,,,,0
Lesotho,1992,2.003656363,1.975766363,0.1617,1.1286,0.7132,0.0001,0.12519,1.134677567,0.715809689,,,1.4758,0.1965,-0.0279,,,,,,0
Lesotho,1993,1.986910464,1.959030464,0.1617,1.1166,0.7085,0.0001,0.12519,1.122617782,0.711104021,,,1.4441,0.1997,-0.0279,,,,,,0
Lesotho,1994,1.982614565,1.954754565,0.1795,1.1039,0.6991,0.0002,0.14298,1.109927997,0.701688354,,,1.4071,0.2029,-0.0279,,,,,,0
Lesotho,1995,1.929358666,1.901518666,0.1793,1.0813,0.6686,0.0002,0.1428,1.087318213,0.671202686,,,1.339,0.2062,-0.0278,,,,,,0
Lesotho,1996,1.861195132,1.826165132,0.1797,1.0333,0.6478,0.0004,0.14324,1.034307981,0.6482132,,,1.2717,0.2077,-0.035,,,,,,0
Lesotho,1997,1.814681599,1.794191599,0.1792,1.006,0.6289,0.0006,0.14274,1.017117748,0.633723714,,,1.2271,0.2092,-0.0205,,,,,,0
Lesotho,1998,1.735208065,1.784498065,0.1821,0.9576,0.5947,0.0008,0.1457,1.017337516,0.620644228,,,1.146,0.2108,0.0493,,,,,,0
Lesotho,1999,2.210034531,2.189824531,0.1821,1.2261,0.8009,0.001,0.14565,1.237397284,0.805754742,,,1.6222,0.2123,-0.0202,,,,,,0
Lesotho,2000,2.170680997,2.135760997,0.2118,1.1787,0.7789,0.0012,0.17542,1.179757052,0.779355257,,,1.5544,0.2138,-0.0349,,,,,,0
Lesotho,2001,2.30266985,2.25984985,0.2113,1.2296,0.8603,0.0016,0.16764,1.230133376,0.860486907,,,1.6871,0.214,-0.0428,,,,,,0
Lesotho,2002,1.960308703,1.918208703,0.2113,1.0777,0.6694,0.002,0.1676,1.078779701,0.669868558,,,1.3449,0.2141,-0.0421,,,,,,0
Lesotho,2003,2.147367555,2.105977555,0.2112,1.1628,0.7711,0.0023,0.1675,1.164386025,0.771750209,,,1.5322,0.2142,-0.0414,,,,,,0
Lesotho,2004,1.947026408,1.906756408,0.2118,1.0677,0.6648,0.0027,0.16795,1.07021235,0.665881859,,,1.3314,0.2144,-0.0403,,,,,,0
Lesotho,2005,2.204705261,2.163495261,0.2268,1.1855,0.7894,0.0031,0.18306,1.187248674,0.79011351,,,1.5743,0.2145,-0.0412,,,,,,0
Lesotho,2006,2.045659093,2.010279093,0.2346,1.0949,0.7127,0.0035,0.19807,1.095710783,0.71300673,,,1.4031,0.2144,-0.0354,,,,,,0
Lesotho,2007,2.229292926,2.198422926,0.2384,1.1759,0.811,0.0039,0.20202,1.179792892,0.812679949,,,1.5785,0.2144,-0.0309,,,,,,0
Lesotho,2008,2.046956758,2.012536758,0.2398,1.1069,0.6959,0.0043,0.20331,1.108315,0.696563169,,,1.3905,0.2143,-0.0344,,,,,,0
Lesotho,2009,2.055320591,2.021100591,0.2346,1.1151,0.7008,0.0048,0.19822,1.116687109,0.701446389,,,1.3997,0.2143,-0.0342,,,,,,0
Lesotho,2010,2.450694423,2.414654423,0.5526,1.1458,0.7471,0.0052,0.51609,1.146159218,0.747239608,,,1.4727,0.2142,-0.036,,,,,,0
Lesotho,2011,2.231156788,2.196386788,0.4485,1.0996,0.6773,0.0057,0.41199,1.100846305,0.677837194,,,1.3534,0.2148,-0.0348,,,,,,0
Lesotho,2012,2.074749154,2.040379154,0.2701,1.1137,0.6847,0.0063,0.23368,1.115123393,0.685304779,,,1.3714,0.2155,-0.0344,,,,,,0
Liberia,1990,1.196969796,16.2395498,0.4836,0.5433,0.17,0,15.479978,0.575561406,0.184010389,,0.0256,0.2915,0.4218,15.0426,,,,,,0
Liberia,1991,0.955628896,15.9967889,0.2858,0.5156,0.154,0.0003,15.280702,0.547811741,0.167987451,,0.0003,0.2553,0.4143,15.0412,,,,,,0
Liberia,1992,0.954977996,15.996128,0.2895,0.5103,0.1546,0.0006,15.284346,0.542572076,0.168624513,,0.0042,0.2582,0.4068,15.0412,,,,,,0
Liberia,1993,0.953559096,15.9946891,0.3224,0.4859,0.1444,0.0009,15.317312,0.51812241,0.158391575,,0.0045,0.231,0.3993,15.0411,,,,,,0
Liberia,1994,0.935820196,15.9769402,0.3188,0.4743,0.1416,0.0012,15.313628,0.506592745,0.155558637,,0.0012,0.2242,0.3917,15.0411,,,,,,0
Liberia,1995,0.945641296,15.9867413,0.3334,0.4685,0.1423,0.0014,15.328274,0.500753079,0.156275699,,0.0051,0.2266,0.3842,15.0411,,,,,,0
Liberia,1996,0.986281656,16.02195166,0.3444,0.4915,0.1475,0.0029,15.339246,0.519936224,0.15985066,,0.0102,0.2383,0.4007,15.0357,,,,,,0
Liberia,1997,1.043012016,16.06642202,0.3554,0.5239,0.1593,0.0044,15.350228,0.543829369,0.167975621,,0.0081,0.2661,0.4171,15.0234,,,,,,0
Liberia,1998,1.106976375,16.14592638,0.3884,0.5473,0.1654,0.0059,15.383184,0.578082514,0.178780582,,0.0095,0.2791,0.4336,15.039,,,,,,0
Liberia,1999,1.139404735,16.16913474,0.4067,0.5607,0.1646,0.0074,15.401494,0.585105659,0.175185543,,0.0147,0.2753,0.4501,15.0297,,,,,,0
Liberia,2000,1.187935095,16.21397509,0.436,0.5748,0.1682,0.0088,15.430786,0.596638804,0.177710505,,0.0455,0.2765,0.4665,15.026,,,,,,0
Liberia,2001,1.2642021,16.2756921,0.502,0.5847,0.1661,0.0115,15.496848,0.596245985,0.171083583,,0.0445,0.2706,0.4802,15.0115,,,,,,0
Liberia,2002,1.275337105,16.2799771,0.502,0.5952,0.164,0.0142,15.496828,0.601993166,0.166966661,,0.0398,0.2654,0.4938,15.0046,,,,,,0
Liberia,2003,1.32248411,16.35057411,0.5313,0.6092,0.1651,0.0169,15.52612,0.632380347,0.175209739,,0.0279,0.2669,0.5074,15.0281,,,,,,0
Liberia,2004,1.436093115,16.44397312,0.6265,0.6229,0.1671,0.0195,15.621374,0.632027528,0.171032817,,0.0782,0.2689,0.5211,15.0079,,,,,,0
Liberia,2005,1.56940212,16.61098212,0.7401,0.6366,0.1705,0.0222,15.734938,0.669184708,0.184645895,,0.0955,0.2724,0.5347,15.0416,,,,,,0
Liberia,2006,1.63341362,16.64706362,0.7584,0.6669,0.1821,0.0259,15.753328,0.680026073,0.18779809,,0.1029,0.2903,0.5588,15.0137,,,,,,0
Liberia,2007,1.61127712,16.61471712,0.6778,0.7038,0.2,0.0296,15.6727,0.709797438,0.202610286,,0.1066,0.321,0.5828,15.0034,,,,,,0
Liberia,2008,1.56814662,16.60278662,0.5752,0.7408,0.2188,0.0333,15.570088,0.768578802,0.230812481,,0.0809,0.3527,0.6069,15.0346,,,,,,0
Liberia,2009,1.58959612,16.82455612,0.5276,0.786,0.2389,0.037,15.522436,0.953470167,0.311644677,,0.0736,0.394,0.631,15.235,,,,,,0
Liberia,2010,1.913847621,16.92313762,0.8024,0.8167,0.2541,0.0407,15.797226,0.826771532,0.258446872,,0.0773,0.4157,0.6551,15.0093,,,,,,0
Liberia,2011,2.03708409,17.04253409,0.8904,0.839,0.2624,0.0453,15.885142,0.846399048,0.265651756,,0.0747,0.4259,0.6755,15.0055,,,,,,0
Liberia,2012,1.715332559,16.86468256,0.5416,0.8594,0.2644,0.05,15.53634,0.967146564,0.31121664,,,0.4278,0.696,15.1494,,,,,,0
Libya,1990,95.40262283,95.40262283,37.8189,56.4348,1.122,0.0269,37.818868,56.43480715,1.12200495,91.1163,1.3716,2.1178,0.7968,0,0.88,16.33,3.6,6.12,1.3395,63.7269
Libya,1991,93.0397552,93.0397552,35.2987,56.6001,1.1136,0.0272,35.298738,56.6001397,1.113634622,88.9343,1.2071,2.0864,0.822,0,0.91,15.87,3.97,6.17,1.4595,61.4649
Libya,1992,90.26355157,90.26355157,32.4598,56.7441,1.0321,0.0275,32.459832,56.74412225,1.032054295,86.2816,1.1744,1.9604,0.8472,0,0.93,15.27,4.37,6.26,1.5195,58.8622
Libya,1993,90.90218393,90.90218393,32.9263,56.8936,1.0545,0.0278,32.926282,56.8935848,1.054473968,86.9113,1.1747,1.9438,0.8724,0,1.02,15.7,3.97,7.36,1.6395,58.2419
Libya,1994,96.2816223,96.2816223,38.1967,57.0607,0.9961,0.0281,38.196688,57.06068736,0.996103641,91.6075,1.9224,1.8641,0.8975,0,1.15,18.2,4.35,8.75,1.8295,58.478
Libya,1995,98.32478467,98.32478467,39.9616,57.2675,1.0672,0.0284,39.961608,57.26753991,1.067193314,93.8088,1.6296,1.9536,0.9227,0,1.19,18.82,4.95,9.41,1.9695,58.6593
Libya,1996,100.7336263,100.7336263,42.0448,57.6335,1.0168,0.0385,42.044802,57.63347386,1.016801628,96.0389,1.8083,1.9492,0.9473,0,1.87,19.55,4.96,10.41,2.1104,59.0085
Libya,1997,100.5416638,100.5416638,41.6147,57.8858,0.9926,0.0487,41.614662,57.8857578,0.992589942,96.3972,1.3054,1.8573,0.9718,0,1.8,19.27,5.57,9.99,2.1913,59.3759
Libya,1998,102.0008514,102.0008514,42.5964,58.2697,1.076,0.0588,42.596412,58.26968175,1.075998255,97.4462,1.5537,2.0046,0.9963,0,1.87,20.34,5.41,9.84,2.2222,59.634
Libya,1999,100.853069,100.853069,41.1316,58.4955,1.1571,0.0689,41.131552,58.4955157,1.157136569,96.2768,1.5638,1.9916,1.0209,0,1.87,18.31,5.77,10.84,2.3931,58.9637
Libya,2000,102.6914066,102.6914066,42.9064,58.7047,1.0013,0.079,42.906432,58.70473965,1.001264883,98.3372,1.5739,1.725,1.0454,0,2.19,20.21,5.88,11.02,2.4241,58.8031
Libya,2001,106.5954723,106.5954723,44.5708,60.9496,0.9662,0.1089,44.570782,60.94963498,0.966159746,102.1736,1.6038,1.7341,1.074,0,1.51,20.79,5.98,11.37,2.495,61.5385
Libya,2002,110.999912,110.999912,46.3528,63.166,1.3423,0.1388,46.352796,63.16598031,1.34231461,105.9774,1.784,2.126,1.1025,0,1.41,22.16,5.98,11.59,2.556,63.6914
Libya,2003,113.6923358,113.6923358,46.9494,65.444,1.1301,0.1687,46.949434,65.44402564,1.130129473,108.6572,1.9128,1.9913,1.1311,0,1.51,23.9,5.62,11.76,2.607,64.7702
Libya,2004,117.5776775,117.5776775,48.3538,67.7284,1.2968,0.1987,48.3538,67.72841097,1.296794337,112.1923,1.994,2.2417,1.1596,0,1.66,23.98,6.25,12.26,2.4879,67.2144
Libya,2005,123.4060612,123.4060612,51.6555,69.9884,1.5335,0.2286,51.655528,69.98838629,1.5335492,117.6487,2.0313,2.5379,1.1882,0,1.66,24.48,5.74,12.62,2.4789,72.3298
Libya,2006,125.8328307,125.8328307,52.1669,72.0487,1.3595,0.2577,52.166904,72.04872156,1.359532957,119.2503,2.8994,2.4632,1.22,0,2.24,24.45,5.52,12.64,1.6796,74.9607
Libya,2007,124.8312221,124.8312221,48.8434,74.0673,1.6339,0.2867,48.843352,74.06726683,1.633856713,117.9035,2.8809,2.795,1.2518,0,2.18,22.64,5.36,11.5,1.6402,76.7633
Libya,2008,131.9482896,131.9482896,54.1321,76.0293,1.4711,0.3158,54.132106,76.0292821,1.471080469,124.9713,3.0602,2.6333,1.2836,0,2.09,23.23,6.27,13.16,1.7909,80.5204
Libya,2009,137.960653,137.960653,58.1225,78.0264,1.4668,0.3449,58.122506,78.02643736,1.466814225,130.3962,3.5839,2.6651,1.3154,0,1.87,24.51,7.23,15.31,2.1016,81.2446
Libya,2010,141.9097344,141.9097344,60.2271,80.0347,1.274,0.374,60.227084,80.03468263,1.273997982,134.6791,3.3638,2.5195,1.3473,0,1.76,25.11,5.9,17.95,2.1522,83.5669
Libya,2011,119.7998672,119.7998672,39.1041,78.73,1.5579,0.4079,39.104072,78.72996858,1.557941666,113.7113,1.9028,2.8053,1.3805,0,0.42,18.62,2.06,13.45,1.2227,78.3586
Libya,2012,130.6048099,130.6048099,51.1558,77.4242,1.583,0.4418,51.15584,77.42419454,1.582975351,125.9182,,2.831,1.4138,0,1.76,21,4.53,16.59,2.1332,81.665
Lithuania,1990,37.35499684,37.35499684,34.0265,,,0,,,,33.8319,1.9254,,1.6077,,0.7,13.67,7.15,5.47,7.3925,0.1494
Lithuania,1991,39.32214225,39.32214225,36.1396,,,0.0081,,,,35.9688,1.8098,,1.5535,,0.97,14.72,7.32,6.04,7.733,0.1558
Lithuania,1992,31.22545894,37.60413894,20.5075,5.8939,4.808,0.0161,26.885096,5.894756887,4.808193604,20.3758,1.659,7.6814,1.4993,6.3787,1.11,8.62,3.64,3.99,3.9635,0.1622
Lithuania,1993,25.23208104,27.44579104,16.1383,4.9359,4.1338,0.0241,18.350974,4.936737125,4.133965386,16.2327,1.3611,6.2032,1.4451,2.2137,0.61,7.36,2.27,3.05,3.3841,0.1687
Lithuania,1994,23.53268114,25.72915114,15.2764,4.3816,3.8425,0.0321,17.47184,4.382467363,3.842717167,15.4497,1.1805,5.5116,1.3908,2.1965,0.59,7.27,2.54,2.4,3.0646,0.1751
Lithuania,1995,22.12230725,24.30154725,14.4924,3.9707,3.619,0.0402,16.670642,3.971537601,3.619218949,14.6766,1.0879,5.0312,1.3366,2.1792,0.56,6.42,2.51,2.93,2.6351,0.1815
Lithuania,1996,23.06472015,25.22624015,15.1081,3.8524,4.043,0.0613,17.26864,3.853120588,4.04322749,15.2775,1.3134,5.1504,1.3434,2.1615,0.51,7.12,2.4,3.23,2.3375,0.1901
Lithuania,1997,22.87684305,25.02160305,14.7154,3.854,4.2251,0.0823,16.859268,3.854723576,4.225266031,14.8585,1.5206,5.1476,1.3502,2.1448,0.28,6.68,2.33,3.64,2.0099,0.1986
Lithuania,1998,23.84860796,25.97517796,15.552,3.8135,4.3796,0.1034,17.677858,3.814126564,4.379754573,15.6494,1.7571,5.0752,1.357,2.1266,0.25,7.55,2.34,3.82,1.7322,0.2071
Lithuania,1999,21.43797886,23.55757886,13.1234,3.6741,4.5159,0.1245,15.238294,3.677519551,4.517243114,13.3003,1.8983,4.8856,1.3638,2.1196,0.31,6.08,2.06,3.41,1.5346,0.2157
Lithuania,2000,19.90526176,21.99753176,11.4758,3.5778,4.706,0.1456,13.567342,3.578452539,4.706111655,11.6812,2.0505,4.7929,1.3707,2.0923,0.36,5.11,2.01,3.04,1.297,0.2242
Lithuania,2001,20.57997649,23.07274649,12.2738,3.3299,4.788,0.1883,14.765718,3.330613678,4.788136708,12.518,2.2323,4.4619,1.3679,2.4928,0.4,5.6,2.12,3.32,1.2495,0.2285
Lithuania,2002,20.36060521,22.88406521,12.3604,3.3545,4.4147,0.231,14.882378,3.355764818,4.41498176,12.5748,2.4727,3.9481,1.3651,2.5235,0.42,5.41,2.16,3.45,1.322,0.2327
Lithuania,2003,20.78974993,23.33949993,12.3668,3.3959,4.7534,0.2736,14.915924,3.396455957,4.753506813,12.5916,2.6728,4.1631,1.3623,2.5498,0.43,5.32,2.18,3.49,1.3646,0.237
Lithuania,2004,21.84101266,24.41765266,13.0437,3.4561,5.0249,0.3163,15.620248,3.456247097,5.024871866,13.1984,2.9535,4.3296,1.3595,2.5766,0.46,5.51,2.22,3.83,1.3971,0.2413
Lithuania,2005,22.53644538,25.15055538,13.894,3.4249,4.8586,0.3589,16.506112,3.426668236,4.858826918,14.0252,3.1975,3.967,1.3567,2.6141,0.59,5.82,2.43,4.06,1.4696,0.2455
Lithuania,2006,22.63525015,27.75652015,14.1113,3.4388,4.6763,0.4089,19.23047,3.440397305,4.676747225,14.1242,3.0292,4.1188,1.373,5.1213,0.6,5.34,2.61,4.33,1.6044,0.2399
Lithuania,2007,23.14144692,28.26160692,14.9696,3.4874,4.2256,0.4589,20.08966,3.487496373,4.225587531,14.9533,2.7618,4.037,1.3893,5.1202,0.56,4.81,3.31,5.02,1.5791,0.2342
Lithuania,2008,22.7448077,27.8730677,14.7649,3.4146,4.0565,0.5088,19.892564,3.415145442,4.056547838,14.7523,2.4616,4.1153,1.4056,5.1283,0.51,5.02,2.99,4.99,1.5239,0.2285
Lithuania,2009,20.51228647,25.64731647,12.7195,3.3573,3.8767,0.5588,17.853456,3.358184511,3.876918144,12.9614,1.9304,4.1986,1.4219,5.135,0.51,5.01,2.11,4.12,1.4986,0.2228
Lithuania,2010,21.53732924,26.67467924,13.734,3.3452,3.8494,0.6087,18.871252,3.345263579,3.849428451,13.8505,1.7694,4.4793,1.4381,5.1374,0.59,5.53,2.19,4.26,1.6533,0.2171
Lithuania,2011,21.21511806,26.35820806,13.694,3.3255,3.5307,0.6649,18.836972,3.325585877,3.530715314,13.8117,1.8288,4.1406,1.4341,5.1431,0.61,4.65,3.03,4.24,1.6791,0.2126
Lithuania,2012,21.44245688,26.59160688,13.744,3.2852,3.6921,0.7211,18.892962,3.285388175,3.692142176,13.8629,1.8881,4.2614,1.43,5.1492,0.57,4.6,3.17,4.27,1.6148,0.2081
Luxembourg,1990,10.86943379,10.86943379,10.6751,,,0.0006,,,,10.4469,0.3249,,0.0876,,0.39,1.59,4.87,2.6,1.3706,0.0163
Luxembourg,1991,11.4069415,11.4069415,11.2044,,,0.0048,,,,10.9718,0.3581,,0.087,,0.4,1.71,4.48,3.12,1.6446,0.0172
Luxembourg,1992,11.08116921,11.08116921,10.8704,,,0.009,,,,10.6768,0.318,,0.0863,,0.39,1.61,4.06,3.41,1.5787,0.0182
Luxembourg,1993,11.43798892,11.43798892,11.2191,,,0.0132,,,,10.9718,0.3805,,0.0857,,0.39,1.63,4.33,3.44,1.5527,0.0191
Luxembourg,1994,10.61252064,10.61252064,10.3854,,,0.0174,,,,10.1468,0.3807,,0.085,,0.49,1.29,3.85,3.49,1.4967,0.02
Luxembourg,1995,8.640716347,8.640716347,8.4054,,,0.0216,,,,8.1717,0.3846,,0.0843,,0.56,0.84,2.5,3.32,1.4908,0.021
Luxembourg,1996,8.729022972,8.729022972,8.4834,,,0.0274,,,,8.2776,0.368,,0.0834,,0.61,0.69,2.48,3.41,1.6758,0.0218
Luxembourg,1997,8.286641597,8.286641597,8.0308,,,0.0331,,,,7.8135,0.3808,,0.0824,,0.74,0.43,2.09,3.62,1.6508,0.0226
Luxembourg,1998,7.694260223,7.694260223,7.4281,,,0.0389,,,,7.2193,0.3935,,0.0815,,0.84,0.17,1.49,3.79,1.7458,0.0235
Luxembourg,1999,8.056534848,8.056534848,7.7801,,,0.0446,,,,7.5552,0.4209,,0.0805,,0.98,0.19,1.54,4.21,1.5909,0.0243
Luxembourg,2000,9.145349473,9.148989473,8.3737,0.475,0.2463,0.0504,8.377368,0.474969074,0.246270387,8.141,0.4299,0.4849,0.0795,0.0036,0.95,0.24,1.23,4.81,1.8359,0.0251
Luxembourg,2001,9.765861004,9.769501004,8.9827,0.4752,0.2525,0.0554,8.986376,0.475233845,0.252481299,8.7809,0.4236,0.4835,0.0779,0.0036,1.03,0.42,1.38,5.05,1.9019,0.029
Luxembourg,2002,10.59302454,10.59666454,9.6427,0.4649,0.425,0.0604,9.646376,0.464888616,0.424962211,9.4508,0.4282,0.6377,0.0764,0.0036,1.11,1.16,1.18,5.25,1.8279,0.0328
Luxembourg,2003,10.97909007,10.98273007,10.1154,0.4549,0.3433,0.0655,10.119048,0.454893388,0.343323123,9.9406,0.4255,0.5382,0.0748,0.0036,1.16,1.16,1.07,5.8,1.874,0.0367
Luxembourg,2004,12.4291076,12.4327476,11.5357,0.4512,0.3717,0.0705,11.539352,0.451238159,0.371664035,11.3305,0.4704,0.555,0.0732,0.0036,1.26,1.38,1.21,6.78,1.92,0.0405
Luxembourg,2005,12.64735113,12.65099113,11.7574,0.4508,0.3637,0.0755,11.761032,0.45078293,0.363654947,11.5804,0.4567,0.5387,0.0716,0.0036,1.28,1.35,1.18,7.14,1.866,0.0443
Luxembourg,2006,12.52075557,12.52439557,11.6407,0.4452,0.3566,0.0783,11.644312,0.445239329,0.356560037,11.3959,0.5329,0.5316,0.0703,0.0036,1.2,1.42,1.26,6.83,1.8405,0.0454
Luxembourg,2007,12.03592601,12.03956601,11.1486,0.4555,0.3508,0.081,11.152248,0.455505729,0.350765128,10.8114,0.6238,0.5417,0.069,0.0036,1.29,1.28,1.16,6.57,1.755,0.0464
Luxembourg,2008,11.96780445,11.99117445,11.0723,0.4607,0.3511,0.0838,11.095642,0.460652128,0.351070218,10.7269,0.6304,0.5528,0.0677,0.0234,1.3,1.11,1.11,6.66,1.7995,0.0474
Luxembourg,2009,11.38359089,11.38723089,10.4883,0.4615,0.3473,0.0866,10.491944,0.461458527,0.347255308,10.1624,0.5894,0.5554,0.0664,0.0036,1.24,1.24,0.96,6.13,1.784,0.0484
Luxembourg,2010,11.99642933,12.00006933,11.0986,0.4654,0.3431,0.0893,11.102248,0.465414926,0.343070398,10.7279,0.6326,0.5608,0.0651,0.0036,1.28,1.29,1.05,6.49,1.8485,0.0494
